css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href (2),css-1jxf684 (2),css-1jxf684 (3),css-1jxf684 (4),css-1jxf684 href,css-1jxf684 (5),css-1jxf684 href (2),css-1jxf684 (6),css-1jxf684 href (3),css-1jxf684 (7),css-1jxf684 href (4),css-1jxf684 (8),css-1jxf684 href (5),css-1jxf684 (9),css-1jxf684 href (6),css-1jxf684 (10),css-1jxf684 (11),css-1jxf684 href (7),css-1jxf684 (12),css-1jxf684 href (8),css-1jxf684 (13),css-1jxf684 href (9),css-1jxf684 (14),css-1jxf684 (15),css-1jxf684 (17),css-1jxf684 (19),css-1jxf684 (21),css-146c3p1 href,css-146c3p1,css-175oi2r href (4),css-9pa8cd src (2),css-175oi2r href (5),r-4qtqp9 src,r-4qtqp9 src (2),r-4qtqp9 src (3),r-4qtqp9 src (4),r-4qtqp9 src (5),r-4qtqp9 src (6),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),css-146c3p1 (2),css-146c3p1 href (2),css-9pa8cd src (3),css-175oi2r href (6),css-9pa8cd src (4),css-175oi2r href (7),css-9pa8cd src (5),css-1jxf684 (22),css-1jxf684 (23),r-4qtqp9 src (10),css-1jxf684 (24),css-1jxf684 (26),css-1jxf684 (25),css-1jxf684 (27),css-1jxf684 (28),css-1jxf684 (29),css-1jxf684 (30),css-1jxf684 (31),css-1jxf684 (32),css-1jxf684 (33),css-1jxf684 (34),css-1jxf684 (35),css-1jxf684 (36),css-1jxf684 (37),css-1jxf684 (38),css-146c3p1 (3)
みゆき,https://x.com/mm47f5c1,https://pbs.twimg.com/profile_images/1991107657613361152/pBdfvuy1_x96.jpg,https://x.com/mm47f5c1,@mm47f5c1,·,日本攻撃可能って,https://t.co/pii1l4UUCj,"https://
kotobank.jp/word/%E6%97%A7
%E6%95%B5%E5%9B%BD%E6%9D%A1%E9%A0%85-181715
…",,,,,,,,,,,高市,,,,,,,早苗,総理が仰った存続危機事態は日本を守る当然の,発言,"だよなぁ…

旧敵国条項とは？",https://x.com/mm47f5c1/status/1991865317405122653,11月21日,https://x.com/mm47f5c1/status/1991865317405122653/photo/1,https://pbs.twimg.com/media/G6SG8t7aAAAruXp?format=jpg&name=900x900,https://x.com/mm47f5c1/status/1991865317405122653/analytics,,,,,,,,,,,,https://pbs.twimg.com/media/G6SG8t8bgAAfTvY?format=jpg&name=small,https://x.com/mm47f5c1/status/1991865317405122653/photo/2,https://pbs.twimg.com/media/G6SG8t8boAAPSk1?format=jpg&name=small,https://x.com/mm47f5c1/status/1991865317405122653/photo/3,,83,33万,,365,…,,,,,,,,,,,,,,
七ツ星,https://x.com/nanatubosi424,https://pbs.twimg.com/profile_images/992041610790621184/FUCLI2su_x96.jpg,https://x.com/nanatubosi424,@nanatubosi424,·,一国の総理としての,https://x.com/hashtag/%E9%AB%98%E5%B8%82%E3%82%84%E3%81%B0%E3%81%84?src=hashtag_click,#高市やばい,https://x.com/hashtag/%E9%AB%98%E5%B8%82%E3%82%84%E3%82%81%E3%82%8D?src=hashtag_click,#高市やめろ,,,,,,,,,発言,,,,,,,高市,の“重み”に、まるで気付かない,早苗,。流石“へずま”の弟子だ…,https://x.com/nanatubosi424/status/1991321701368623254,11月20日,https://t.co/Kzx0XF0Zwp,https://pbs.twimg.com/card_img/1993837610473504768/QGwU3fEA?format=png&name=medium,https://x.com/nanatubosi424/status/1991321701368623254/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f92e.svg,https://abs-0.twimg.com/emoji/v2/svg/1f4a6.svg,,,,,,,,,https://t.co/Kzx0XF0Zwp,,,,,,高市,516,,"""「“なり得る”って言っただけだから…」",早苗,「“なり得る”って言っただけだから…」高市早苗“存立危機”答弁後に漏らした本音、政権内部からは「言わなくてもいいことを言ってしまって」の声 (文春オンライン),,,"“存立危機”答弁後に漏らした本音、政権内部からは「言わなくてもいいことを言ってしまって」の声""",1,7,,,,,,27,,
清水功哉（日本経済新聞）,https://x.com/IsayaShimizu,https://pbs.twimg.com/profile_images/2976507437/180fe44ab799a92463e0ee29ac2aad3c_x96.jpeg,https://x.com/IsayaShimizu,@IsayaShimizu,·,結局、米国は自分の利益のために動くということ。当然でしょうけど　ーー　トランプ氏、,,,,,,,,,,,,,高市,,,,,,,早苗,首相に中国刺激回避促す　台湾,発言,めぐり米紙報道 - 日本経済新聞,https://x.com/IsayaShimizu/status/1993868395411067323,21小时,https://t.co/4dYxyKvJN8,https://pbs.twimg.com/card_img/1994022462665658369/mLMIteKk?format=jpg&name=medium,https://x.com/IsayaShimizu/status/1993868395411067323/analytics,,,,,,,,,,,https://t.co/4dYxyKvJN8,,,,,,トランプ氏、高市早苗首相に中国刺激回避促す　台湾発言めぐり米紙報道,"2,618",,1,4,,,,,13,,,,,,,,,
大神,https://x.com/ppsh41_1945,https://pbs.twimg.com/profile_images/1745685067345829888/O7J2k_Gq_x96.jpg,https://x.com/ppsh41_1945,@ppsh41_1945,·,"議員を応援している安倍前首相は「日本初の女性首相が誕生したら世界中から注目される」とか言ってたけど、女性閣僚を増やすのを拒絶するような人が首相になっても世界中から白眼視されると思う。

更に選択的夫婦別姓にも反対してて、女性の社会的地位の向上には全く貢献しないし。",https://x.com/hashtag/%E9%AB%98%E5%B8%82%E8%A6%B3%E3%81%9F?src=hashtag_click,#高市観た,,,,,,,,,,,高市,,,,,,,早苗,23,207,312,https://x.com/ppsh41_1945/status/1438915381620477953,2021年9月18日,https://x.com/ppsh41_1945/status/1438915381620477953/photo/1,https://pbs.twimg.com/media/E_gN547VEAII2jZ?format=jpg&name=medium,https://x.com/ppsh41_1945/status/1438915381620477953/analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
みつはし,https://x.com/3tsu84,https://pbs.twimg.com/profile_images/1365716767012622338/YoP2BeMI_x96.jpg,https://x.com/3tsu84,@3tsu84,·,"調査をしても、それを公表しない。
これって、本当に調査したかどうかも怪しいですよね",,,,,,,,,,,,,高市,,,,,,,早苗,と言うかこんな事は誰でも気付くことだと思うのですが、事もあろうに,発言,大先生はそれも理解せずに,https://x.com/3tsu84/status/1994154688707777009,2小时,https://x.com/Ootani_Acid/status/1994061570473934971/photo/1,https://pbs.twimg.com/media/G6xUIV5aUAAvpPp?format=jpg&name=900x900,https://x.com/3tsu84/status/1994154688707777009/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,https://abs-0.twimg.com/emoji/v2/svg/1f979.svg,,,,,,,,,,https://pbs.twimg.com/profile_images/1967184471394062336/0dYGmaf4_normal.jpg,,,,,@Ootani_Acid,273,,なさっているのでしょうか？,引用,Orange Sunset -橙日没-,,·,"酷えなこれｗｗｗｗ
高市構文の誕生ですかｗｗｗｗ

高市早苗氏「“裏金問題”の調査をすると約束しましたが調査結果を公表するとは約束してません」",4,8,,,,,,,,8小时
べんごち南川麻由子,https://x.com/lawyerMAYUZO,https://pbs.twimg.com/profile_images/1370747972858781696/hLH23VAS_x96.jpg,https://x.com/lawyerMAYUZO,@lawyerMAYUZO,·,"氏って、浅はかですよね。
笑いとるつもりなのか庶民派アピールなのか
なんなのかしらんけど
総理の座に坐ってこういう",,,,,,,,,,,,,高市,,,,,,,早苗,"を発信するところが
心底浅はかだなって思う。
一日も早くその座から降りてほしい。

「外交交渉でマウント取れる服、無理をしてでも買わなくてはいかんかもなぁ」",発言,高市早苗,https://x.com/lawyerMAYUZO/status/1992181476365103217,11月22日,https://x.com/takaichi_sanae/status/1991868827840491586/photo/1,https://pbs.twimg.com/media/G6SJ-4bacAEb0ff?format=jpg&name=medium,https://x.com/lawyerMAYUZO/status/1992181476365103217/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f308.svg,,,,,,,,,,https://x.com/takaichi_sanae/status/1991868827840491586,https://pbs.twimg.com/profile_images/1985639760669655041/3yz_lJbK_normal.jpg,,,,,@takaichi_sanae,744,,2,引用,,,·,"臨時閣議で総合経済対策を閣議決定し、記者会見の後、南アフリカで開催されるG20ヨハネスブルグ・サミットに向かう道中です。

途中の給油時間を入れると片道21時間を超えますから、サミットのセッションや首脳会談は2日間ですが、足掛け4日間の出張になります。",显示更多,3,,,,,,,,11月21日
松村尚和(Hisakazu Matsumura),https://x.com/matsuhis1,https://pbs.twimg.com/profile_images/1701961434119258112/x6dLNpcJ_x96.jpg,https://x.com/matsuhis1,@matsuhis1,·,"立憲民主党が終わりの証明。
『岡田克也衆議院議員来る』東京新聞の望月いそこも来て『",,,,,,,,,,,,,高市,,,,,,,早苗,総理大臣の行き過ぎた,発言,を問う』と言うテーマで取材？していた。東京新聞と立憲民主党との暗闇も見る,https://x.com/matsuhis1/status/1991501606677016903,11月20日,https://x.com/matsuhis1/status/1991501606677016903/photo/1,https://pbs.twimg.com/media/G6M8J2xa4AEz0HT?format=jpg&name=medium,https://x.com/matsuhis1/status/1991501606677016903/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f44e.svg,,,,,,,,,,,,,,,,1,"2,248",,19,94,,,,,,,,,,,,,,
尻毛屋,https://x.com/shirige_ya,https://pbs.twimg.com/profile_images/2612228339/twittabennki001_x96.jpg,https://x.com/shirige_ya,@shirige_ya,·,「米軍が救援に来る」とは伝わっておらず、「日本は台湾のために戦う」と解釈されている。そもそも日中友好条約を結んでいる以上、中国の一部である台湾のために戦争するという,,,,,,,,,,,,,高市,,,,,,,発言,の,高市,は国際法違反になる。→,https://x.com/shirige_ya/status/1993606299800797495,11月26日,https://t.co/0DTLNw5LyM,,https://x.com/shirige_ya/status/1993606299800797495/analytics,,,,,,,,,,,,,https://t.co/0DTLNw5LyM,,,,早苗,339,,を擁護する者に言っておく。,9,gosen-dojo.com,高市早苗を擁護する者に言っておく。 | ゴー宣DOJO,,,21,,,,,,,,,
ゴパコポ・ルノミマ,https://x.com/smEMkxiKSng7s9I,https://pbs.twimg.com/profile_images/1850562291827380224/kWNgAot5_x96.jpg,https://x.com/smEMkxiKSng7s9I,@smEMkxiKSng7s9I,·,"総理

存立危機事態",https://x.com/kantei,@kantei,https://x.com/takaichi_sanae,@takaichi_sanae,,,,,,,,,高市,,,,,,,早苗,"の撤回と謝罪を強く求めます
そして

これほど日本に危機をもたらす",発言,"をし
国益を損ない
日本国民の民度を貶めた責任をとって、早急に総理大臣を辞していただきたい",https://x.com/smEMkxiKSng7s9I/status/1993940392182731084,16小时,https://x.com/smEMkxiKSng7s9I/status/1993940392182731084/photo/1,https://pbs.twimg.com/media/G6vmNtFbIAAABNe?format=jpg&name=900x900,https://x.com/smEMkxiKSng7s9I/status/1993940392182731084/analytics,,,,,,,,,,,,,,,,,発言,"1,239",,2,73,,,,,143,,,,,,,,,
CGTN JAPANESE,https://x.com/CgtnJapanese,https://pbs.twimg.com/profile_images/1866401737931988992/pYiYWqgr_x96.jpg,https://x.com/CgtnJapanese,@CgtnJapanese,·,【西園寺一晃氏 高市首相は「,,,,,,,,,,,,,発言,,,,,,,高市,を撤回すべき」】,早苗,首相による「存立危機事態」をめぐる誤った,https://x.com/CgtnJapanese/status/1993218196984472033,11月25日,https://x.com/CgtnJapanese/status/1993218196984472033/photo/1,https://pbs.twimg.com/media/G6lVW-7bwAQ72hX?format=jpg&name=medium,https://x.com/CgtnJapanese/status/1993218196984472033/analytics,,,,,,,,,,,,,,,,,発言,651,,が中日関係を危機に追い込んでいる。今回の,発言,显示更多,,,の問題はどこにあるのか、また、危機を打開するために日本が取るべき対応とは何かについて、東日本国際大学の西園寺一晃客員教授に聞きました。,1,6,,,,,,9,,
もっちぃ,https://x.com/moto7311,https://pbs.twimg.com/profile_images/1892208860200599552/MjhGSarw_x96.jpg,https://x.com/moto7311,@moto7311,·,「台湾有事」,,,,,,,,,,,,,発言,,,,,,,高市,の,早苗,"氏が首相である限り日本経済はボロボロになる　一刻も早く「ポスト高市」を真剣に議論すべきだ　古賀茂明

支持率と逆行した逆張り路線で政権の足を引っ張ろうとする連中が浮き彫りになる記事だな",https://x.com/moto7311/status/1993089027382427899,11月25日,https://t.co/lzP9HsSM3a,https://pbs.twimg.com/card_img/1993070609941848064/Ej2fmtEV?format=jpg&name=medium,https://x.com/moto7311/status/1993089027382427899/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,https://abs-0.twimg.com/emoji/v2/svg/1f937-200d-2642-fe0f.svg,,,,,,,,,https://t.co/lzP9HsSM3a,,,,,,「台湾有事」発言の高市早苗氏が首相である限り日本経済はボロボロになる　一刻も早く「ポスト高市」を真剣に議論すべきだ　古賀茂明（AERA DIGITAL） - Yahoo!ニュース,"1,509",,野党と自民党内の媚中派が仕組んだんだろうに,2,,,,,1,57,,,,,,,,
名もなきXデモ連盟,https://x.com/toto_0921,https://pbs.twimg.com/profile_images/1819283726217760773/VHlRrqJA_x96.jpg,https://x.com/toto_0921,@toto_0921,·,"このネットニュースの偏りと内容の酷さよ…

まさに",,,,,,,,,,,,,高市,,,,,,,発言,によって放たれた世論誘導、中国敵視を煽る問題,高市,"をメディアが拡散する図

一線超えたのが日本の",https://x.com/toto_0921/status/1994067991785558393,8小时,https://t.co/oU5tjBqU7F,https://pbs.twimg.com/card_img/1992871446927020033/WTdUyksa?format=jpg&name=small,https://x.com/toto_0921/status/1994067991785558393/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f31f.svg,https://abs-0.twimg.com/emoji/v2/svg/1f60e.svg,,,,,,,,,https://t.co/oU5tjBqU7F,,,,,,代表 トト,174,,首相なのも分からない者はネトウヨ,早苗,ネット騒然「一線を超えましたね」「大使館が平気でこんなことを言うの」「やばい大使館」と非難の声殺到。中国大使館が高市首相の台湾有事発言に猛反発 | NEWSjp,,,,4,3,,,,,,,,
猫のリュックくん,https://x.com/nekoruck,https://pbs.twimg.com/profile_images/1918625850792214528/rcEhk3ii_x96.jpg,https://x.com/nekoruck,@nekoruck,·,しかし,,,,,,,,,,,,,高市,,,,,,,早苗,の,発言,見て、やはり極右は台湾はまだ実質的に日本の植民地と認識してる事が感じられる。そりゃ揉めるわ。,https://x.com/nekoruck/status/1993878336653939135,21小时,,,https://x.com/nekoruck/status/1993878336653939135/analytics,,,,,,,,,,,,,,,,,71,"4,038",,57,249,,,,,,,,,,,,,,
NEO2,https://x.com/NEO111777,https://pbs.twimg.com/profile_images/1819723519145783297/Wtdr5doc_x96.jpg,https://x.com/NEO111777,@NEO111777,·,"彼女の言を辿ると

「緊張事態条項は絶対に必要」

「スパイ防止法を公約に掲げました」

「国防軍創設が自民党案よりベター」

「万一有事になれば最後まで戦って頂く」

「自衛隊を憲法に明記するべきだ」

完全に戦前です。",,,,,,,,,,,,,,,,,,,,·,"高市新総裁は就任の会見でハッキリと「党是である改憲を進める」と発言した。改憲派の国民民主は連立に超乗り気。かなり危機的です。

改憲議論はする方がいいと思う。でも自民党草案は最悪だ。基本的人権が奪われ、言論の自由もなくなり、徴兵もあり得るだろう。そんな日本を子ども達に残したくない。 x.com/NEO111777/stat…",引用,玲衣@TVプロデューサー,https://x.com/NEO111777/status/1975195417110343729,10月6日,,,https://x.com/NEO111777/status/1975195417110343729/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1618199452854124547/rEgoj33p_normal.jpg,,,,,显示更多,2.6万,,25,524,,@Lei_Hazuki,,,852,,,,,,,,,10月6日
フラットコーテッドレトリバー,https://x.com/DsCgBCstpwV1vDD,https://pbs.twimg.com/profile_images/1233721867975847936/Ti5opk2D_x96.jpg,https://x.com/DsCgBCstpwV1vDD,@DsCgBCstpwV1vDD,·,"さんの皇位継承についての考え方です。

「女性天皇には反対しないが…」と言っているけど
「祖先は小和田家」「y1染色体は途絶する」などと
馬鹿事を言ってるからです。",https://t.co/Kp1w7Jogud,"https://
sanae.gr.jp/column_detail2
56.html
…",,,,,,,,,,,高市,,,,,,,早苗,17,…,やぶさめり,https://x.com/DsCgBCstpwV1vDD/status/1968124253636796465,9月17日,https://x.com/DsCgBCstpwV1vDD/status/1968124253636796465/photo/1,https://pbs.twimg.com/media/G1Auk77bwAAJDAk?format=jpg&name=medium,https://x.com/DsCgBCstpwV1vDD/status/1968124253636796465/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1489609408858693634/zBshk2jq_normal.jpg,https://x.com/yabusameri/status/1967096546203426868/photo/1,https://pbs.twimg.com/media/G0yHw6sbcAQsdRW?format=png&name=240x240,,,@yabusameri,"8,421",,34,引用,,,·,女性がトップに立ってほしいのか立ってほしくないのかよく分からない人。,306,,,,,,,,,9月14日
北林あずみ,https://x.com/kitabayasiazumi,https://pbs.twimg.com/profile_images/1267600343392641024/UU6CXw44_x96.jpg,https://x.com/kitabayasiazumi,@kitabayasiazumi,·,が、なぜに亡国的,,,,,,,,,,,,,高市,,,,,,,早苗,を撤回できないか、この亡国的,発言,だけを取り上げて「個別的」に問題にしていると、,https://x.com/kitabayasiazumi/status/1994141163675414746,3小时,,,https://x.com/kitabayasiazumi/status/1994141163675414746/analytics,,,,,,,,,,,,,,,,,発言,949,,の亡国的,高市,高市,早苗,発言,の核心にあるものがみえなくなってくる。,1,20,早苗,の亡国的,発言,の真意と深意は何か、そこに秘められた危険極まりない謀略は何か、いつものように連続ツイートする。①,,39,,
あらかわ,https://x.com/kazu10233147,https://pbs.twimg.com/profile_images/1048542168871104513/kSRdR7aH_x96.jpg,https://x.com/kazu10233147,@kazu10233147,·,は、防衛費は未来への投資と虚言し、財源は建設国債。片や子育て支援の財源は経済成長と実質的に子育て支援を否定。すべては軍事最優先の軍国日本を目指す。日本会議と一緒に選択的夫婦別姓は反対。イデオロギーに凝り固まった,,,,,,,,,,,,,高市,,,,,,,早苗,。,高市,64,https://x.com/kazu10233147/status/1835183016161030596,2024年9月15日,,https://pbs.twimg.com/ext_tw_video_thumb/1835182646126952449/pu/img/X7H5npjkzhHjmFZN.jpg,https://x.com/kazu10233147/status/1835183016161030596/analytics,,,,,,,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/1835182975765659648/pu/img/wVTe3YNYaahCHJrF.jpg,,,,,早苗,1.4万,,254,679,,,,,,,,,,,,,,
ハイパー岡田@反反緊縮(嫁公認アカウント),https://x.com/pochi1182,https://pbs.twimg.com/profile_images/1889103669674840064/YOIKje19_x96.jpg,https://x.com/pochi1182,@pochi1182,·,"いや、どんな理屈だよw
トリプル安を引き起こしたのは",,,,,,,,,,,,,高市,,,,,,,早苗,とその一派の,発言,やん？,https://x.com/pochi1182/status/1991384681556926558,11月20日,,,https://x.com/pochi1182/status/1991384681556926558/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1817576317157855232/ygOiZwU5_normal.jpg,,,,,@monetaraisan,"1,084",,4,引用,貨幣論と財政論のカヘイさん,,·,"・高市は失言ではない
・高市の失言の責任は、岡田克也

・就任前よりは株価は上なので、株下げはショックと言うほどのものではない。高市に責任はない
・この株下げは、岡田克也の責任

二重思考とは一つの精神が同時に相矛盾する二つの信条を持ち、その両方とも受け容れられる能力のことをいう",5,23,,,,,,,,11月19日
