css-1jxf684,css-1jxf684 (2),css-146c3p1 href,css-146c3p1,css-1jxf684 (4),css-1jxf684 (5),css-1jxf684 (6),css-1jxf684 (7),css-1jxf684 (8),css-175oi2r href (4),css-1jxf684 (9),css-9pa8cd src (2),css-1jxf684 href,css-1jxf684 (10),css-146c3p1 (2),css-1jxf684 (11),css-1jxf684 (12),css-1jxf684 (13),r-4qtqp9 src,r-4qtqp9 src (2),css-9pa8cd src (3),css-1jxf684 href (2),css-146c3p1 href (2),css-175oi2r href (5),css-9pa8cd src (4),css-175oi2r href (6),css-175oi2r href (7),css-9pa8cd src (5),r-4qtqp9 src (3),r-4qtqp9 src (4),css-146c3p1 (3),css-1jxf684 (15),css-1jxf684 (16),css-1jxf684 (17),css-1jxf684 (14),r-4qtqp9 src (5),r-4qtqp9 src (6),css-175oi2r href (8),css-1jxf684 href (3),css-1jxf684 (18),css-1jxf684 (19),css-9pa8cd src (6),css-1jxf684 (20),css-1jxf684 href (4),css-1jxf684 href (5),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),r-4qtqp9 src (10)
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1637076547181084672,2023年3月18日,総務省文書の内容を私が「捏造」と断じた理由を、フォローして下さっている皆様には全てお伝えしたいのですが、万が一、国会で答弁していない事を書いてしまうと「国会軽視」の批判を受けますので、時が来たら書かせて頂きますね。,,"3,278",1.2万,6.9万,https://x.com/takaichi_sanae/status/1637076547181084672/analytics,530万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1634502788582641665,2023年3月11日,詳細な質問通告も頂けず即座に答弁する中で日本語が乱れました。?礒崎さんという名前、もしくは放送行政に興味をお持ちだと知ったのは今年3月になってからです」の答弁で大嘘つきとの批判ですが、放送法解釈に関して礒崎氏の名前が出ているのを知ったのが今月という意味。礒崎氏は元同僚議員です。,,"4,338",1万,4.7万,https://x.com/takaichi_sanae/status/1634502788582641665/analytics,662万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1634407937795059712,2023年3月11日,東日本大震災発生から12年。霞が関では各官庁に弔旗が掲揚されています。私は党所属議員の会で講演の為、愛知県に向かう道中。14:46には会場に向かう車中で黙祷を捧げることになりますが、かけがえのない命を失った方々のご冥福と、悲しみが癒えることのないご遺族の皆様のご健康を祈念申し上げます。,,449,"3,160",2.5万,https://x.com/takaichi_sanae/status/1634407937795059712/analytics,61万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1633098004281319424,2023年3月7日,誕生日を祝って下さった皆様や命を繋いでくれた御先祖様と亡き両親に感謝しつつも、H3ロケットに関わってこられた方々の落胆に思いを致すと辛い日でした。日本の経済成長と安全に貢献する重要プロジェクトですから、成功するまで応援し続けます！,,"1,513","3,487",3.3万,https://x.com/takaichi_sanae/status/1633098004281319424/analytics,75万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1633079652423200768,2023年3月7日,今朝６時過ぎ、朝食時にテレビを観て、3月7日は?サウナの日?だと知りました。今日は?消防記念日?でもあります。ついでに、私の誕生日でもありました。ご祝意を賜った皆様、有難うございました！,,"2,515","3,664",4.2万,https://x.com/takaichi_sanae/status/1633079652423200768/analytics,112万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1632727760694284289,2023年3月6日,土曜日は知事選に向けて奈良県に。昨日の日曜日は自民党新潟県連女性局大会で講演でした。多くの女性の皆様が?経済安全保障?の話を熱心に聞いて下さり、嬉しい時間でした。帰りの電車内で頂いたお弁当にふきのとうが入っていて、早春も満喫！,,"1,233","2,222",2.1万,https://x.com/takaichi_sanae/status/1632727760694284289/analytics,67万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630578094372438016,2023年2月28日,JAXAの宇宙飛行士候補者に決定した諏訪理さん、米田あゆさん、おめでとうございます。これから約２年間の訓練を乗り切って、宇宙飛行士に認定されますように！そして、存分に宇宙で活躍されますように！楽しみに応援しています。,,305,759,"8,856",https://x.com/takaichi_sanae/status/1630578094372438016/analytics,29万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630531380403929091,2023年2月28日,これまで?核融合エネルギー?と呼んできたものは、重水素と三重水素が融合してヘリウムに変わる時に放出されるエネルギーで、高レベル放射性廃棄物も発生しません。多くの方に?フュージョンエネルギー?の利点を説明してまいります。,,346,"2,934",1.7万,https://x.com/takaichi_sanae/status/1630531380403929091/analytics,55万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630526910563504128,2023年2月28日,日本では?核融合?と呼んできましたが、海外では?Fusion?が使われており、日本初の戦略を海外に発信することも考えると、?核融合エネルギー?よりも?フュージョンエネルギー(融合エナジー)?の方が分かりやすいと判断しています。,,273,"2,138",1.4万,https://x.com/takaichi_sanae/status/1630526910563504128/analytics,42万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630526749925863426,2023年2月28日,有識者会議を立ち上げた当初の目的は?エネルギー安全保障?でしたが、ITER計画で日本企業が貢献している先端技術は医療?海洋?宇宙?レアメタル回収など多分野で産業化ができ、?イノベーション戦略?としての位置付けが期待できます。,,62,736,"6,303",https://x.com/takaichi_sanae/status/1630526749925863426/analytics,17万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630526533562695682,2023年2月28日,昨年９月に設置した?核融合戦略有識者会議?。豊かな専門知識と実績をお持ちの先生方に、毎回、長時間に渡る議論を展開して頂き、今夕に戦略案が概ね纏まりました。有識者会議の皆様に心より感謝申し上げます！,,62,913,"7,740",https://x.com/takaichi_sanae/status/1630526533562695682/analytics,19万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630083677647667202,2023年2月27日,何故か自民党本部推薦は未だ出ませんが、元々、?自分の身一つでも、故郷の為に働きたい?と心を定めて総務省を退職した平木しょう氏。毎日、早朝から駅頭演説や地域廻りに、明るく元気に励んでいる様子。立派だと思います。,,188,"2,210",1.4万,https://x.com/takaichi_sanae/status/1630083677647667202/analytics,34万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630083304866336769,2023年2月27日,最新の党本部世論調査でも、維新、平木しょう氏、荒井知事、共産党の順。平木氏と知事の1本化をしない私を批判する報道も多々拝見しました。知事には面会を申し込みましたが、拒否されています。立候補の権利は保障されていますので、奈良県の未来を誰に託すのかは知事のご判断です。,,109,"1,705",1万,https://x.com/takaichi_sanae/status/1630083304866336769/analytics,31万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630082926040977408,2023年2月27日,平木しょう氏の早期の自民党本部推薦を求めて、奈良県からは、幹事長はじめ県連役員、市長会長、町村会長、議会議長会長、県議会議長、党友好団体代表など多数の方々が度々上京しては、茂木幹事長や森山選対委員長を訪問して下さっています。,,38,955,"5,694",https://x.com/takaichi_sanae/status/1630082926040977408/analytics,14万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630082539116441601,2023年2月27日,立憲民主党奈良県連(馬淵澄夫会長)は、平木しょう氏の?支持?を決定。?子育て負担の軽減?や?教育への投資拡大?など、県連と平木氏の基本政策が一致したことを理由に挙げておられました。荒井知事を推薦しない理由は?多選?とのことでした。,,45,806,"5,155",https://x.com/takaichi_sanae/status/1630082539116441601/analytics,17万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630082141479649281,2023年2月27日,自民党本部推薦が遅れて困るのは、他党との関係です。公明党には県本部推薦という制度が無く、町村議会議員まで全て党本部推薦なのだそうです。公明党奈良県本部は、自民党本部より先に推薦するわけにもいかないと気を遣って待って下さっています。,,33,779,"4,833",https://x.com/takaichi_sanae/status/1630082141479649281/analytics,12万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630081791162998784,2023年2月27日,権限が集中しがちな知事について、自民党は、多選(4期以上)の候補者には党本部推薦を出しません。荒井知事は多選ですから、党本部推薦は出せません。1月15日に正当な手続きを経て奈良県連推薦を決定した新人の平木しょう氏にも未だ党本部推薦が出ない理由は不明です。,,51,"1,444","8,123",https://x.com/takaichi_sanae/status/1630081791162998784/analytics,22万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630081420499755009,2023年2月27日,奈良県連の平木氏推薦決定について?選対委員会で採決もしていないそうです?(党関係者)と、手続きに瑕疵があった旨の報道。選対委員会では平木氏を推す委員が圧倒的多数。投票箱を用意したのに、?県連会長一任?の声に皆が了承。票数が報じられると知事に恥をかかせるという?武士の情け?でした。,,24,809,"4,904",https://x.com/takaichi_sanae/status/1630081420499755009/analytics,12万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630081047579983877,2023年2月27日,年明けに突然、荒井知事が出馬会見、自民党に推薦依頼を提出されました。党本部のルール通り?知事推薦は3期まで?にするべきですが、4期目の前回選挙では?やり残した仕事があり、あと1期?という御本人の意向もあり、他の候補も居なかったことから、前執行部が例外的に推薦を決めたと聞きました。,,63,"1,110","7,105",https://x.com/takaichi_sanae/status/1630081047579983877/analytics,23万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630080505357172737,2023年2月27日,平木氏の出馬会見後の12月議会で、県議が荒井知事に出馬の意向を質問されましたが、知事は熟慮する旨の答弁で出馬表明はされませんでした。?着手した仕事を後進に委ね、名誉ある勇退をされるのだろう?と、東京に居た奈良県選出自民党国会議員団は安心しました。知事を応援してきたからこそです。,,16,719,"4,391",https://x.com/takaichi_sanae/status/1630080505357172737/analytics,10万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630080106684383232,2023年2月27日,総務省の幹部も?平木君は総務省のエースです。局長コースに乗っているのに、選挙に出るなんて勿体ない?と言っておられましたが、12月頭に平木氏は退官し、完全に退路を断って奈良県に帰って来てしまいました。早々に記者会見を行い、自民党を含む各政党に推薦依頼を出しました。,,24,"1,017","6,579",https://x.com/takaichi_sanae/status/1630080106684383232/analytics,15万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630079702806446080,2023年2月27日,平木しょう氏の名誉の為に書きますが、彼は自らの故郷である奈良県の知事選出馬を決断した後に、過去に上司だった私に挨拶に来ました。?念願だった自治財政局の課長になれたのに、退官は勿体ない??自民党も含めて、どの党も推薦しないかもしれないよ?と、出馬を思い止まるよう説得した程でした。,,18,917,"5,874",https://x.com/takaichi_sanae/status/1630079702806446080/analytics,13万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630079334403969025,2023年2月27日,?もともと党本部から、知事の多選はだめだというお達しがあった。そこで高市先生が、総務相時代に秘書官だった平木氏を引っ張ってきた?(県連幹部)という報道も誤報です。私が平木しょう氏に出馬依頼をしたという事実はありません。もっと総務省で活躍し続けて欲しかった人材ですから。,,46,"1,466","8,690",https://x.com/takaichi_sanae/status/1630079334403969025/analytics,16万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1630078965158395906,2023年2月27日,荒井知事は県議会議長の説得には応じられなかったそうです。維新相手の厳しい選挙戦でも「必要なら出馬する」と仰る若い首長も居り、奈良県選出自民党国会議員団は、私達が応援してきた知事が多選批判に晒されたり落選で引退される事態を回避する為、新人候補者を検討するべきとの結論に達しました。,,16,855,"5,411",https://x.com/takaichi_sanae/status/1630078965158395906/analytics,11万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
